Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
49851,Under the Black Flag: The Romance and the Reality of Life Among the Pirates,David Cordingly,"Cordingly, David",,"=""081297722X""","=""9780812977226""",0,3.68,Random House (NY),Paperback,296,2006,1995,,2017/12/31,"to-read, 2018","to-read (#202), 2018 (#12)",to-read,,,,0,0
1041033,The Civilization of the Renaissance in Italy,Jacob Burckhardt,"Burckhardt, Jacob","S.G.C. Middlemore, Peter Burke, Peter Murray","=""014044534X""","=""9780140445343""",0,3.93,Penguin Classics,Paperback,400,1990,1860,,2017/12/31,"to-read, 2018","to-read (#201), 2018 (#9)",to-read,,,,0,0
722412,The Dream Machine: J.C.R. Licklider and the Revolution That Made Computing Personal,M. Mitchell Waldrop,"Waldrop, M. Mitchell",,"=""014200135X""","=""9780142001356""",0,4.57,Penguin Books,Paperback,512,2002,2001,,2017/12/31,"to-read, 2018","to-read (#200), 2018 (#8)",to-read,,,,0,0
1945282,The Search: The Continuing Story of The Tracker,Tom Brown Jr.,"Jr., Tom Brown",,"=""0425053466""","=""9780425053461""",0,4.13,Berkley Books,Mass Market Paperback,219,1982,1980,,2017/12/31,"to-read, 2018","to-read (#199), 2018 (#6)",to-read,,,,0,0
123632,Man and His Symbols,C.G. Jung,"Jung, C.G.","Joseph L. Henderson, Aniela Jaffé, Jolande Jacobi, John    Freeman, Marie-Louise von Franz","=""0440351839""","=""9780440351832""",0,4.19,Dell,Mass Market Paperback,415,1968,1964,,2016/12/30,"to-read, 2017, 2018","to-read (#167), 2017 (#51), 2018 (#5)",to-read,,,,0,0
432223,This is It and Other Essays on Zen and Spiritual Experience,Alan W. Watts,"Watts, Alan W.",,"=""0394719042""","=""9780394719047""",5,4.28,Vintage,Unknown Binding,158,1973,1960,2017/01/21,2017/01/18,2017,2017 (#56),read,"I can't decide which I like more: listening to Alan Watts lecture, or reading his books. These essays, particularly the final one ""The New Alchemy"", are introspective and wonderful. I can't get enough.",,,1,0
11823620,American Gods,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",4,4.11,William Morrow,Kindle Edition,674,2011,2001,2017/12/17,2017/11/26,,,read,,,,1,0
10454418,The Most Important Thing: Uncommon Sense for the Thoughtful Investor (Columbia Business School Publishing),Howard  Marks,"Marks, Howard",,"=""0231153686""","=""9780231153683""",0,4.31,Columbia Business School Publishing,Hardcover,200,2011,2011,,2017/10/28,to-read,to-read (#196),to-read,,,,0,0
23308642,How to Speak Money: What the Money People Say-And What It Really Means: What the Money People Say―And What It Really Means,John Lanchester,"Lanchester, John",,"=""""","=""""",0,3.75,W. W. Norton & Company,Kindle Edition,288,2014,2014,,2017/10/15,to-read,to-read (#195),to-read,,,,0,0
18378011,A History of Future Cities,Daniel Brook,"Brook, Daniel",,"=""0393348865""","=""9780393348866""",0,4.05,W. W. Norton & Company,Paperback,480,2014,2013,,2017/10/15,to-read,to-read (#194),to-read,,,,0,0
13627252,"The Middle Ages (The Story of Man, #3)",National Geographic Society,"Society, National Geographic",,"=""""","=""""",5,3.57,National Geographic Society,Leather Bound,,1977,1977,,2017/10/15,,,read,,,,1,0
23995360,Superforecasting: The Art and Science of Prediction,Philip E. Tetlock,"Tetlock, Philip E.",Dan Gardner,"=""0804136696""","=""9780804136693""",0,4.08,Crown,Hardcover,352,2015,2015,,2017/10/08,to-read,to-read (#192),to-read,,,,0,0
33369254,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"Fournier, Camille",,"=""1491973897""","=""9781491973899""",5,4.26,O'Reilly Media,Paperback,226,2017,2017,2017/09/30,2017/09/30,,,read,I should've read this book years ago. It will be a go-to resource for me for many years to come.,,,1,0
316362,Operating Manual for Spaceship Earth,R. Buckminster Fuller,"Fuller, R. Buckminster",,"=""089190235X""","=""9780891902355""",4,4.07,Amereon Limited,Hardcover,128,1998,1969,2017/09/22,2017/09/22,,,read,,,,1,0
25614298,In Other Words,Jhumpa Lahiri,"Lahiri, Jhumpa",Ann Goldstein,"=""1101875550""","=""9781101875551""",0,3.73,Knopf,Hardcover,233,2016,2015,,2017/09/10,to-read,to-read (#188),to-read,,,,0,0
12625589,Turing's Cathedral: The Origins of the Digital Universe,George Dyson,"Dyson, George",,"=""""","=""""",0,3.59,Pantheon,ebook,505,2012,2012,,2016/02/14,"to-read, abandoned","to-read (#146), abandoned (#12)",to-read,,,,0,0
17162149,"Crux (Nexus, #2)",Ramez Naam,"Naam, Ramez",ARGH! Oxford,"=""0857662961""","=""9780857662965""",4,4.13,Angry Robot,Paperback,512,2013,2013,2017/08/14,2017/08/15,,,read,,,,1,0
13642710,"Nexus (Nexus, #1)",Ramez Naam,"Naam, Ramez",ARGH! Oxford,"=""0857662937""","=""9780857662934""",5,4.04,Angry Robot,Paperback,460,2012,2012,2017/08/01,2016/12/30,2017,2017 (#32),read,"I haven't consumed a book this quickly in years! Fantastic, just fantastic.",,,1,0
31934455,Deep Thinking: Where Machine Intelligence Ends and Human Creativity Begins,Garry Kasparov,"Kasparov, Garry",Mig Greengard,"=""1478920335""","=""9781478920335""",0,3.90,PublicAffairs,Audio CD,,2017,,,2017/07/23,to-read,to-read (#187),to-read,,,,0,0
23846393,"Once Upon a Time in Russia: The Rise of the Oligarchs―A True Story of Ambition, Wealth, Betrayal, and Murder",Ben Mezrich,"Mezrich, Ben",,"=""1476771898""","=""9781476771892""",4,3.84,Atria Books,Hardcover,288,2015,2015,2017/07/16,2017/07/16,,,read,,,,1,0
3131171,The Nature of Order: An Essay on the Art of Building and the Nature of the Universe (4 Volume Set),Christopher W. Alexander,"Alexander, Christopher W.",,"=""0972652906""","=""9780972652902""",0,4.48,The Center for Environmental Structure,Hardcover,2143,2005,2002,,2017/07/11,to-read,to-read (#186),to-read,,,,0,0
259031,Why We Buy: The Science of Shopping,Paco Underhill,"Underhill, Paco",,"=""0684849143""","=""9780684849140""",0,3.89,Simon & Schuster,Paperback,256,2000,1999,,2017/07/10,to-read,to-read (#185),to-read,,,,0,0
25804149,Introduction to Theory of Computation,Michael Sipser,"Sipser, Michael",,"=""8131517500""","=""9788131517505""",5,4.23,Example Product Manufacturer,Paperback,0,2012,1996,,2016/02/14,,,read,,,,1,0
958674,The Greeks,H.D.F. Kitto,"Kitto, H.D.F.",,"=""0140135219""","=""9780140135213""",4,4.00,Penguin,Perfect Paperback,256,1991,1951,2017/07/01,2017/07/01,,,read,,,,1,0
23004339,The Coffee Roaster's Companion,Scott Rao,"Rao, Scott",,"=""1495118193""","=""9781495118197""",5,4.38,Scott Rao,Hardcover,90,2014,2014,2017/06/19,2017/06/19,,,read,,,,1,0
514210,The Way of Zen,Alan W. Watts,"Watts, Alan W.",,"=""0375705104""","=""9780375705106""",4,4.17,Vintage,Paperback,236,1999,1957,2017/06/09,2017/06/19,,,read,Kind of slow at times and really takes some effort to get through. But it's Alan Watts and it's excellent.,,,1,0
852287,Beer School: Bottling Success at the Brooklyn Brewery,Steve Hindy,"Hindy, Steve","Tom Potter, Michael R. Bloomberg","=""0471735124""","=""9780471735120""",5,3.72,Wiley,Hardcover,312,2005,2005,2017/06/12,2017/06/19,,,read,,,,1,0
1841944,One Man's Owl,Bernd Heinrich,"Heinrich, Bernd",,"=""069108470X""","=""9780691084701""",0,4.18,Princeton University Press,Hardcover,240,1987,1987,,2017/05/08,"to-read, 2017","to-read (#184), 2017 (#60)",to-read,,,,0,0
6827652,Priceless: How I Went Undercover to Rescue the World's Stolen Treasures,Robert K. Wittman,"Wittman, Robert K.",John Shiffman,"=""0307461475""","=""9780307461476""",0,3.83,Crown,Hardcover,324,2010,2010,,2017/05/08,"to-read, 2017","to-read (#183), 2017 (#59)",to-read,,,,0,0
4806,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,Dava Sobel,"Sobel, Dava",Neil Armstrong,"=""0802714625""","=""9780802714626""",4,3.97,Walker Books,Hardcover,184,2005,1995,2017/05/08,2017/05/08,,,read,,,,1,0
253272,The Tracker: The True Story of Tom Brown Jr.,Tom Brown Jr.,"Jr., Tom Brown",William Jon Watkins,"=""0425101339""","=""9780425101339""",5,4.19,Berkley Books,Mass Market Paperback,229,1986,1978,2017/01/01,2017/04/23,2017,2017 (#57),read,,,,1,0
316820,The Wisdom of the Native Americans,Kent Nerburn,"Nerburn, Kent",,"=""1577310799""","=""9781577310792""",0,4.30,New World Library,Hardcover,216,1999,1991,2017/05/08,2017/05/08,2017,2017 (#58),read,,,,1,0
3114362,From Newspeak to Cyberspeak: A History of Soviet Cybernetics,Slava Gerovitch,"Gerovitch, Slava",,"=""0262572257""","=""9780262572255""",0,4.20,MIT Press,Paperback,384,2004,2002,2017/05/08,2016/12/30,"2017, abandoned, challenging","2017 (#39), abandoned (#11), challenging (#3)",read,,,,1,0
15798334,My Promised Land: The Triumph and Tragedy of Israel,Ari Shavit,"Shavit, Ari",,"=""0385521707""","=""9780385521703""",0,4.22,Random House,Hardcover,464,2013,2013,,2017/04/19,to-read,to-read (#182),to-read,,,,0,0
405614,Distributed Systems: Principles and Paradigms,Andrew S. Tanenbaum,"Tanenbaum, Andrew S.",Maarten van Steen,"=""0132392275""","=""9780132392273""",0,4.00,Pearson,Paperback,704,2006,2001,,2017/04/14,to-read,to-read (#181),to-read,,,,0,0
19858573,Game Over: How Nintendo Conquered The World,David Sheff,"Sheff, David",,"=""""","=""""",4,4.12,Vintage,Kindle Edition,531,2011,1993,2017/04/14,2017/04/01,,,read,,,,1,0
31110480,The Rise and Fall of the Third Reich,William L. Shirer,"Shirer, William L.",Ron Rosenbaum,"=""""","=""""",5,4.20,RosettaBooks,Kindle Edition,2200,2011,1960,,2017/03/13,,,read,,,,1,0
8306168,Dealers of Lightning: Xerox PARC and the Dawn of the Computer Age,Michael A. Hiltzik,"Hiltzik, Michael A.",,"=""""","=""""",4,4.13,,Kindle Edition,482,,2000,2017/03/28,2016/12/30,2017,2017 (#38),read,,,,1,0
19071718,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,"Jaynes, Julian",,"=""""","=""""",4,4.26,Mariner Books,Kindle Edition,508,2000,1976,2017/03/14,2016/09/04,2017,2017 (#47),read,,,,1,0
7811877,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,"Lemov, Doug",,"=""0470550473""","=""9780470550472""",0,4.05,Jossey-Bass,Paperback,332,2010,2010,,2017/02/17,to-read,to-read (#180),to-read,,,,0,0
13589182,Mastery,Robert Greene,"Greene, Robert",,"=""0670024961""","=""9780670024964""",0,4.26,Viking,Hardcover,318,2012,2012,,2017/02/17,to-read,to-read (#179),to-read,,,,0,0
18162413,Turn the Ship Around!: A True Story of Turning Followers into Leaders,L. David Marquet,"Marquet, L. David",,"=""1101623691""","=""""",5,4.23,Portfolio,Kindle Edition,273,2013,2013,2017/01/21,2016/03/14,2017,2017 (#44),read,,,,1,0
687278,When Things Fall Apart: Heart Advice for Difficult Times,Pema Chödrön,"Chödrön, Pema",,"=""1570623449""","=""9781570623448""",5,4.28,Shambhala,Paperback,148,2000,1996,2017/01/18,2016/11/16,2017,2017 (#40),read,,,,1,0
25089,Why Buildings Stand Up: The Strength of Architecture,Mario Salvadori,"Salvadori, Mario",,"=""0393306763""","=""9780393306767""",0,3.94,W. W. Norton & Company,Paperback,320,2002,1980,,2017/01/13,to-read,to-read (#178),to-read,,,,0,0
586996,Why Buildings Fall Down: How Structures Fail,Matthys Levy,"Levy, Matthys","Mario Salvadori, Kevin Woest","=""039331152X""","=""9780393311525""",0,3.98,W. W. Norton & Company,Paperback,346,2002,1992,,2017/01/13,to-read,to-read (#177),to-read,,,,0,0
326791,Computation: Finite and Infinite Machines,Marvin Minsky,"Minsky, Marvin",,"=""0131655639""","=""9780131655638""",0,4.62,Prentice Hall,Hardcover,317,1967,1967,,2017/01/11,to-read,to-read (#176),to-read,,,,0,0
440463,The Gutenberg Galaxy: The Making of Typographic Man,Marshall McLuhan,"McLuhan, Marshall",,"=""0802060412""","=""9780802060419""",0,4.15,"University of Toronto Press, Scholarly Publishing Division",Paperback,294,1962,1962,,2017/01/11,to-read,to-read (#174),to-read,,,,0,0
30676,The Act of Creation,Arthur Koestler,"Koestler, Arthur",,"=""0140191917""","=""9780140191912""",0,4.25,Arkana/Penguin,Paperback,752,1990,1964,,2013/11/19,"to-read, 2017","to-read (#109), 2017 (#55)",to-read,,,,0,0
252430,Telling Lies for Fun & Profit,Lawrence Block,"Block, Lawrence",Sue Grafton,"=""0688132286""","=""9780688132286""",0,4.12,William Morrow Paperbacks,Paperback,256,1994,1981,,2017/01/11,"to-read, 2017","to-read (#173), 2017 (#54)",to-read,,,,0,0
106728,The Timeless Way of Building,Christopher W. Alexander,"Alexander, Christopher W.",,"=""0195024028""","=""9780195024029""",5,4.36,Oxford University Press,Hardcover,552,1979,1978,2017/01/03,2016/12/30,2017,2017 (#1),read,,,,1,0
18716853,Venture Deals: Be Smarter Than Your Lawyer and Venture Capitalist,Brad Feld,"Feld, Brad","Jason Mendelson, Dick Costolo","=""""","=""""",0,4.10,Wiley,Kindle Edition,273,2012,2011,,2016/02/14,"2017, to-read","2017 (#46), to-read (#172)",to-read,,,,0,0
12371502,How to Talk So Kids Will Listen & Listen So Kids Will Talk (The How To Talk Series),Adele Faber,"Faber, Adele",Elaine Mazlish,"=""""","=""""",0,4.27,,Kindle Edition,406,,1980,,2016/02/14,"2017, to-read","2017 (#45), to-read (#171)",to-read,,,,0,0
22885236,Become What You Are,Alan W. Watts,"Watts, Alan W.",,"=""0834823365""","=""""",0,4.07,Shambhala,Kindle Edition,146,2003,1955,,2016/05/02,"2017, to-read","2017 (#43), to-read (#170)",to-read,,,,0,0
291920,The Character of Physical Law,Richard P. Feynman,"Feynman, Richard P.",,"=""0679601279""","=""9780679601272""",0,4.31,Modern Library,Hardcover,192,1994,1964,,2016/12/30,"to-read, 2017","to-read (#169), 2017 (#53)",to-read,,,,0,0
365660,Visual Thinking,Rudolf Arnheim,"Arnheim, Rudolf",,"=""0520242262""","=""9780520242265""",0,4.08,University of California Press,Paperback,360,2004,1969,,2016/12/30,"to-read, 2017","to-read (#168), 2017 (#52)",to-read,,,,0,0
829616,Lateral Thinking,Edward de Bono,"Bono, Edward de",,"=""0140137793""","=""9780140137798""",0,3.77,Penguin UK,Paperback,272,1991,1970,,2016/12/30,"2017, to-read","2017 (#50), to-read (#166)",to-read,,,,0,0
703532,"Mindstorms: Children, Computers, And Powerful Ideas",Seymour Papert,"Papert, Seymour",,"=""0465046746""","=""9780465046744""",0,4.31,Basic Books,Paperback,252,1993,1980,,2013/01/17,"to-read, 2017","to-read (#79), 2017 (#49)",to-read,,,,0,0
11010547,Fire Season: Field Notes from a Wilderness Lookout,Philip Connors,"Connors, Philip",,"=""""","=""""",3,3.96,,Kindle Edition,261,,2011,,2016/02/14,"abandoned, to-read, 2017","abandoned (#1), to-read (#165), 2017 (#48)",to-read,,,,1,0
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316204366""","=""9780316204361""",0,3.97,"Little, Brown and Company",Hardcover,305,2013,2013,,2016/12/30,"2017, to-read","2017 (#30), to-read (#164)",to-read,,,,0,0
394535,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,4.16,Vintage Books,Paperback,351,1992,1985,,2016/12/30,"2017, to-read","2017 (#28), to-read (#163)",to-read,,,,0,0
714344,Becoming a Technical Leader: An Organic Problem-Solving Approach,Gerald M. Weinberg,"Weinberg, Gerald M.",Ken Orr,"=""0932633021""","=""9780932633026""",0,4.09,Dorset House Publishing,Paperback,284,1986,1986,2016/12/30,2016/02/14,abandoned,abandoned (#10),read,,,,1,0
161184,"McGee & Stuckey's Bountiful Container: A Container Garden of Vegetables, Herbs, Fruits and Edible Flowers",Maggie Stuckey,"Stuckey, Maggie",Rose Marie Nichols McGee,"=""0761116230""","=""9780761116233""",0,4.19,Workman Publishing Company,Paperback,448,2002,2002,2016/12/30,2016/02/14,abandoned,abandoned (#9),read,,,,1,0
8525803,"Brainiac: Adventures in the Curious, Competitive, Compulsive World of Trivia Buffs",Ken Jennings,"Jennings, Ken",,"=""""","=""""",0,3.92,,Kindle Edition,288,,2006,,2016/02/14,to-read,to-read (#161),to-read,,,,0,0
6350506,"Green Mars (Mars Trilogy, #2)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""""","=""""",0,3.95,Spectra,Kindle Edition,642,2003,1993,2016/12/30,2016/10/08,abandoned,abandoned (#8),read,,,,1,0
23122042,Bonsai: A beginners guide,Bonsai Empire,"Empire, Bonsai","O. Jonker, Sean Coleman, Walter Pall","=""""","=""""",0,3.79,Bonsai Empire,Kindle Edition,82,2014,2014,2016/12/30,2016/10/15,,,read,,,,1,0
1500441,Leading Teams: Setting the Stage for Great Performances,J. Richard Hackman,"Hackman, J. Richard",,"=""1578513332""","=""9781578513338""",0,3.92,Harvard Business Review Press,Hardcover,336,2002,2002,,2016/12/30,"to-read, 2017","to-read (#160), 2017 (#42)",to-read,,,,0,0
7090,The Soul of a New Machine,Tracy Kidder,"Kidder, Tracy",,"=""0316491977""","=""9780316491976""",0,4.12,Back Bay Books,Paperback,293,2000,1981,,2016/12/30,"to-read, 2017","to-read (#158), 2017 (#36)",to-read,,,,0,0
190038,Critical Path,R. Buckminster Fuller,"Fuller, R. Buckminster",Kiyoshi Kuromiya,"=""0312174918""","=""9780312174910""",0,4.23,St. Martin's Griffin,Paperback,471,1982,1981,,2016/12/30,"to-read, 2017","to-read (#156), 2017 (#34)",to-read,,,,0,0
220970,"Tripwire  (Jack Reacher, #3)",Lee Child,"Child, Lee",,"=""0515128635""","=""9780515128635""",0,4.11,Jove,Mass Market Paperback,432,2000,1999,,2016/12/30,"to-read, 2017","to-read (#155), 2017 (#29)",to-read,,,,0,0
17262173,Kenobi (Star Wars),John Jackson Miller,"Miller, John Jackson",,"=""0345546830""","=""9780345546838""",0,4.08,Del Rey,Hardcover,362,2013,2013,,2016/12/30,"2017, to-read","2017 (#27), to-read (#154)",to-read,,,,0,0
67825,Peopleware: Productive Projects and Teams,Tom DeMarco,"DeMarco, Tom",Timothy Lister,"=""0932633439""","=""9780932633439""",0,4.13,Dorset House,Paperback,245,1999,1987,,2016/12/30,2017,2017 (#25),read,,,,1,0
413177,Beasts of No Nation,Uzodinma Iweala,"Iweala, Uzodinma",,"=""0060798688""","=""9780060798680""",0,3.79,Harper Perennial,Paperback,142,2006,2005,,2016/02/14,"to-read, 2017","to-read (#147), 2017 (#24)",to-read,,,,0,0
17984129,Team Geek: A Software Developer's Guide to Working Well with Others,Brian W. Fitzpatrick,"Fitzpatrick, Brian W.",Ben Collins-Sussman,"=""1449329853""","=""9781449329853""",0,3.97,O'Reilly Media,Kindle Edition,194,2012,2012,,2016/02/14,"to-read, 2017","to-read (#137), 2017 (#23)",to-read,,,,0,0
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",0,4.38,Pearson,Paperback,464,2008,2007,,2016/02/14,"to-read, 2017","to-read (#130), 2017 (#21)",to-read,,,,0,0
123715,"Slack: Getting Past Burnout, Busywork, and the Myth of Total Efficiency",Tom DeMarco,"DeMarco, Tom",,"=""0767907698""","=""9780767907699""",0,4.02,Crown Currency,Paperback,256,2002,2001,,2013/11/07,"to-read, 2017","to-read (#104), 2017 (#18)",to-read,,,,0,0
351021,Season of the Witch,Natasha Mostert,"Mostert, Natasha",,"=""0525950036""","=""9780525950035""",0,3.73,Dutton Adult,Hardcover,416,2007,2007,,2013/04/07,"to-read, 2017","to-read (#86), 2017 (#17)",to-read,,,,0,0
81744,"A User's Guide to the Brain: Perception, Attention, and the Four Theaters of the Brain",John J. Ratey,"Ratey, John J.",,"=""0375701079""","=""9780375701078""",0,4.03,Vintage,Paperback,416,2002,2001,,2013/04/07,"to-read, 2017","to-read (#83), 2017 (#16)",to-read,,,,0,0
13531834,Star Wars: Darth Plagueis (Star Wars - Legends),James Luceno,"Luceno, James",,"=""0345511298""","=""9780345511294""",0,4.15,Penguin Random House,Mass Market Paperback,482,2012,2012,,2012/11/26,"to-read, 2017","to-read (#76), 2017 (#15)",to-read,,,,0,0
13589153,How to Create a Mind: The Secret of Human Thought Revealed,Ray Kurzweil,"Kurzweil, Ray",,"=""0670025291""","=""9780670025299""",0,3.97,Viking,Hardcover,336,2012,2012,,2012/11/26,"to-read, 2017","to-read (#73), 2017 (#14)",to-read,,,,0,0
402843,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",Shunryu Suzuki,"Suzuki, Shunryu","Trudy Dixon, Huston Smith, Richard Baker","=""0834800799""","=""9780834800793""",0,4.21,Weatherhill,Paperback,138,1970,1970,,2012/11/18,"to-read, 2017","to-read (#71), 2017 (#13)",to-read,,,,0,0
774088,Difficult Conversations: How to Discuss What Matters Most,Douglas Stone,"Stone, Douglas","Bruce Patton, Sheila Heen, Roger Fisher","=""014028852X""","=""9780140288520""",0,4.07,Penguin Books,Paperback,250,2000,1999,,2012/10/02,"to-read, 2017","to-read (#66), 2017 (#12)",to-read,,,,0,0
32012,"The Invisible Computer: Why Good Products Can Fail, the Personal Computer Is So Complex, and Information Appliances Are the Solution",Donald A. Norman,"Norman, Donald A.",,"=""0262640414""","=""9780262640411""",0,3.85,MIT Press,Paperback,316,1999,1998,,2012/09/16,"to-read, 2017","to-read (#63), 2017 (#11)",to-read,,,,0,0
1319,The War of Art: Winning the Inner Creative Battle,Steven Pressfield,"Pressfield, Steven",,"=""0446691437""","=""9780446691437""",0,3.99,Warner Books,Paperback,168,2003,2002,,2012/09/16,"to-read, 2017","to-read (#62), 2017 (#10)",to-read,,,,0,0
611999,In the Bubble: Designing in a Complex World (Mit Press),John Thackara,"Thackara, John",,"=""0262701154""","=""9780262701150""",0,3.94,MIT Press,Paperback,332,2006,2005,,2012/09/16,"to-read, 2017","to-read (#61), 2017 (#9)",to-read,,,,0,0
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0452011876""","=""9780452011878""",0,3.69,Plume,Paperback,1168,1999,1957,,2012/03/07,"to-read, 2017","to-read (#33), 2017 (#7)",to-read,,,,0,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",0,4.18,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,,2012/03/07,"to-read, 2017","to-read (#32), 2017 (#6)",to-read,,,,0,0
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""""","=""""",0,3.98,Hyperion,Paperback,196,2003,2003,,2012/03/07,"to-read, 2017","to-read (#29), 2017 (#5)",to-read,,,,0,0
6516450,What the Dog Saw and Other Adventures,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316078573""","=""9780316078573""",0,3.85,"Little, Brown and Company",Hardcover,444,2009,2009,,2012/03/07,"to-read, 2017","to-read (#23), 2017 (#4)",to-read,,,,0,0
10256723,Ghost in the Wires: My Adventures as the World's Most Wanted Hacker,Kevin D. Mitnick,"Mitnick, Kevin D.","Steve Wozniak, William L. Simon","=""0316037702""","=""9780316037709""",0,3.95,"Little, Brown and Company",Hardcover,413,2011,2011,,2012/03/07,"to-read, 2017","to-read (#21), 2017 (#3)",to-read,,,,0,0
6332861,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""""","=""""",5,3.86,Spectra,Kindle Edition,592,2003,1992,2016/01/01,2016/10/05,,,read,,,,1,0
13503109,This Is How You Lose Her,Junot Díaz,"Díaz, Junot",,"=""1594487367""","=""9781594487361""",0,3.75,Riverhead Books,Hardcover,217,2012,2010,,2016/12/30,to-read,to-read (#153),to-read,,,,0,0
6486483,Emotional Intelligence 2.0,Travis Bradberry,"Bradberry, Travis",Jean Greaves,"=""0974320625""","=""9780974320625""",0,3.85,TalentSmart,Hardcover,255,2009,2003,,2016/12/30,to-read,to-read (#152),to-read,,,,0,0
19056276,The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling,Ralph Kimball,"Kimball, Ralph",Ralph Kimball,"=""""","=""""",5,4.16,Wiley,Kindle Edition,600,2013,1996,,2016/02/14,,,read,,,,1,0
17197028,The Data Warehouse Toolkit: The Definitive Guide to Dimensional Modeling,Ralph Kimball,"Kimball, Ralph",,"=""1118530802""","=""9781118530801""",5,4.16,Wiley,Paperback,608,2013,1996,,2016/02/14,,,read,,,,1,0
4908081,Siddhartha,Hermann Hesse,"Hesse, Hermann",,"=""""","=""""",5,4.06,,Kindle Edition,114,,1922,2016/04/07,2016/04/03,,,read,,,,1,0
25664508,Every Song Ever: Twenty Ways to Listen in an Age of Musical Plenty,Ben Ratliff,"Ratliff, Ben",,"=""0374277907""","=""9780374277901""",0,3.29,"Farrar, Straus and Giroux",Hardcover,272,2016,2016,,2016/03/19,to-read,to-read (#150),to-read,,,,0,0
7775615,The Longest War: A History of the War on Terror and the Battles with Al Qaeda Since 9/11,Peter L. Bergen,"Bergen, Peter L.",,"=""0743278933""","=""9780743278935""",5,3.97,Free Press,Hardcover,496,2011,2011,2016/03/03,2012/03/07,,,read,,,,1,0
857333,The Art of Learning: A Journey in the Pursuit of Excellence,Josh Waitzkin,"Waitzkin, Josh",,"=""0743277457""","=""9780743277457""",0,4.04,Free Press,Hardcover,265,2007,2007,,2016/03/03,to-read,to-read (#149),to-read,,,,0,0
13596506,Insanely Simple: The Obsession That Drives Apple's Success,Ken Segall,"Segall, Ken",,"=""""","=""""",0,3.91,Portfolio,Kindle Edition,240,2012,2012,,2016/02/14,,,read,,,,1,0
1660754,The Psychology of Computer Programming,Gerald M. Weinberg,"Weinberg, Gerald M.",,"=""0932633420""","=""9780932633422""",5,4.06,Dorset House,Paperback,292,1998,1971,2015/02/07,2012/09/16,,,read,,,,1,0
7723797,Business Model Generation,Alexander Osterwalder,"Osterwalder, Alexander",Yves Pigneur,"=""2839906171""","=""9782839906173""",0,4.20,Alexander Osterwalder & Yves Pigneur,Paperback,273,2010,2010,,2016/02/14,to-read,to-read (#148),to-read,,,,0,0
6085191,Chronic City,Jonathan Lethem,"Lethem, Jonathan",,"=""0385518633""","=""9780385518635""",0,3.54,Doubleday,Hardcover,467,2009,2009,,2016/02/14,to-read,to-read (#145),to-read,,,,0,0
24861842,The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,"López-Alt, J. Kenji",,"=""0393081087""","=""9780393081084""",0,4.26,Norton,Hardcover,958,2015,2015,,2016/02/14,to-read,to-read (#144),to-read,,,,0,0
118316,A Thousand Plateaus: Capitalism and Schizophrenia,Gilles Deleuze,"Deleuze, Gilles","Félix Guattari, Brian Massumi","=""0816614024""","=""9780816614028""",0,4.32,University of Minnesota Press,Paperback,632,1987,1980,,2016/02/14,challenging,challenging (#2),read,,,,1,0
327051,Reasons and Persons,Derek Parfit,"Parfit, Derek",,"=""019824908X""","=""9780198249085""",0,4.27,Oxford University Press,Paperback,543,1986,1984,,2016/02/14,challenging,challenging (#1),read,,,,1,0
984428,Crypto: How the Code Rebels Beat the Government—Saving Privacy in the Digital Age,Steven Levy,"Levy, Steven",,"=""0140244328""","=""9780140244328""",5,4.04,Penguin Publishing Group,Paperback,368,2002,2001,,2016/02/14,,,read,,,,1,0
